"cod_pais","cod_atleta","cod_desporto","evento","tipo_medalha"
"KOR","4397","TTE","Women's Team - Classes 1-3","Silver Medal"
"SWE","65","TTE","Women's Team - Classes 4-5","Silver Medal"
"SWE","2373","TTE","Women's Team - Classes 4-5","Silver Medal"
"NED","4129","TTE","Women's Team - Classes 6-8","Silver Medal"
"NED","4138","TTE","Women's Team - Classes 6-8","Silver Medal"
"AUS","2251","TTE","Women's Team - Classes 9-10","Silver Medal"
"AUS","3911","TTE","Women's Team - Classes 9-10","Silver Medal"
"AUS","4371","TTE","Women's Team - Classes 9-10","Silver Medal"
"EGY","1125","TKW","Men K44 -61kg","Silver Medal"
"IRI","3203","TKW","Men K44 -75kg","Silver Medal"
"CRO","2622","TKW","Men K44 +75kg","Silver Medal"
"TUR","648","TKW","Women K44 -49kg","Silver Medal"
"GBR","2749","TKW","Women K44 -58kg","Silver Medal"
"BRA","427","TKW","Women K44 +58kg","Silver Medal"
"AUT","554","TRI","Men's PTWC","Silver Medal"
"ESP","642","TRI","Men's PTVI","Silver Medal"
"JPN","4074","TRI","Men's PTS4","Silver Medal"
"GBR","3074","TRI","Men's PTS5","Silver Medal"
"USA","887","TRI","Women's PTS2","Silver Medal"
"AUS","3039","TRI","Women's PTWC","Silver Medal"
"ITA","319","TRI","Women's PTVI","Silver Medal"
"USA","2875","TRI","Women's PTS5","Silver Medal"
"JPN","78","WBK","Men","Silver Medal"
"JPN","85","WBK","Men","Silver Medal"
"JPN","725","WBK","Men","Silver Medal"
"JPN","1290","WBK","Men","Silver Medal"
"JPN","1292","WBK","Men","Silver Medal"
"JPN","1301","WBK","Men","Silver Medal"
"JPN","1761","WBK","Men","Silver Medal"
"JPN","1930","WBK","Men","Silver Medal"
"JPN","2093","WBK","Men","Silver Medal"
"JPN","2649","WBK","Men","Silver Medal"
"JPN","3870","WBK","Men","Silver Medal"
"JPN","4020","WBK","Men","Silver Medal"
"CHN","699","WBK","Women","Silver Medal"
"CHN","701","WBK","Women","Silver Medal"
"CHN","702","WBK","Women","Silver Medal"
"CHN","872","WBK","Women","Silver Medal"
"CHN","962","WBK","Women","Silver Medal"
"CHN","1688","WBK","Women","Silver Medal"
"CHN","2252","WBK","Women","Silver Medal"
"CHN","2310","WBK","Women","Silver Medal"
"CHN","2384","WBK","Women","Silver Medal"
"CHN","4374","WBK","Women","Silver Medal"
"CHN","4459","WBK","Women","Silver Medal"
"CHN","4462","WBK","Women","Silver Medal"
"RPC","3603","WFE","Men's Épée Individual - Category A","Silver Medal"
"BRA","1497","WFE","Men's Épée Individual - Category B","Silver Medal"
"HUN","2980","WFE","Men's Foil Individual - Category A","Silver Medal"
"CHN","1678","WFE","Men's Foil Individual - Category B","Silver Medal"
"UKR","2443","WFE","Men's Sabre Individual - Category A","Silver Medal"
"POL","639","WFE","Men's Sabre Individual - Category B","Silver Medal"
"CHN","1678","WFE","Men's Épée Team","Silver Medal"
"CHN","3826","WFE","Men's Épée Team","Silver Medal"
"CHN","3968","WFE","Men's Épée Team","Silver Medal"
"GBR","810","WFE","Men's Foil Team","Silver Medal"
"GBR","1383","WFE","Men's Foil Team","Silver Medal"
"GBR","2175","WFE","Men's Foil Team","Silver Medal"
"CHN","3375","WFE","Women's Épée Individual - Category A","Silver Medal"
"RPC","518","WFE","Women's Épée Individual - Category B","Silver Medal"
"UKR","2706","WFE","Women's Foil Individual - Category A","Silver Medal"
"CHN","4486","WFE","Women's Foil Individual - Category B","Silver Medal"
"GEO","3971","WFE","Women's Sabre Individual - Category A","Silver Medal"
"UKR","1186","WFE","Women's Sabre Individual - Category B","Silver Medal"
"UKR","534","WFE","Women's Épée Team","Silver Medal"
"UKR","1186","WFE","Women's Épée Team","Silver Medal"
"UKR","2440","WFE","Women's Épée Team","Silver Medal"
"ITA","2659","WFE","Women's Foil Team","Silver Medal"
"ITA","4030","WFE","Women's Foil Team","Silver Medal"
"ITA","4196","WFE","Women's Foil Team","Silver Medal"
"USA","200","WRU","Mixed","Silver Medal"
"USA","580","WRU","Mixed","Silver Medal"
"USA","770","WRU","Mixed","Silver Medal"
"USA","948","WRU","Mixed","Silver Medal"
"USA","1262","WRU","Mixed","Silver Medal"
"USA","1598","WRU","Mixed","Silver Medal"
"USA","1769","WRU","Mixed","Silver Medal"
"USA","2579","WRU","Mixed","Silver Medal"
"USA","2827","WRU","Mixed","Silver Medal"
"USA","3225","WRU","Mixed","Silver Medal"
"USA","3527","WRU","Mixed","Silver Medal"
"USA","4284","WRU","Mixed","Silver Medal"
"GBR","1617","WTE","Men's Doubles","Silver Medal"
"GBR","3291","WTE","Men's Doubles","Silver Medal"
"NED","1092","WTE","Men's Singles","Silver Medal"
"AUS","110","WTE","Quad Doubles","Silver Medal"
"AUS","894","WTE","Quad Doubles","Silver Medal"
"NED","3559","WTE","Quad Singles","Silver Medal"
"GBR","3652","WTE","Women's Doubles","Silver Medal"
"GBR","4285","WTE","Women's Doubles","Silver Medal"
"JPN","1887","WTE","Women's Singles","Silver Medal"
"TUR","1594","ARC","Men's Individual - W1","Bronze Medal"
"CHN","71","ARC","Men's Individual Compound - Open","Bronze Medal"
"IND","3680","ARC","Men's Individual Recurve - Open","Bronze Medal"
"GBR","3409","ARC","Women's Individual - W1","Bronze Medal"
"ITA","4198","ARC","Women's Individual Compound - Open","Bronze Medal"
"CHN","4325","ARC","Women's Individual Recurve - Open","Bronze Medal"
"RPC","2117","ARC","Mixed Team - W1","Bronze Medal"
"RPC","2269","ARC","Mixed Team - W1","Bronze Medal"
"RPC","225","ARC","Mixed Team Compound - Open","Bronze Medal"
"RPC","3637","ARC","Mixed Team Compound - Open","Bronze Medal"
"CHN","4325","ARC","Mixed Team Recurve - Open","Bronze Medal"
"CHN","4470","ARC","Mixed Team Recurve - Open","Bronze Medal"
"CHN","984","ATH","Men's 100m - T11","Bronze Medal"
"RPC","3915","ATH","Men's 100m - T12","Bronze Medal"
"COL","2633","ATH","Men's 100m - T13","Bronze Medal"
"GBR","1809","ATH","Men's 100m - T33","Bronze Medal"
"UAE","117","ATH","Men's 100m - T34","Bronze Medal"
"RPC","1877","ATH","Men's 100m - T35","Bronze Medal"
"ARG","685","ATH","Men's 100m - T36","Bronze Medal"
"INA","3235","ATH","Men's 100m - T37","Bronze Medal"
"AUS","2902","ATH","Men's 100m - T38","Bronze Medal"
"BRA","1864","ATH","Men's 100m - T47","Bronze Medal"
"BEL","1522","ATH","Men's 100m - T51","Bronze Medal"
"MEX","3109","ATH","Men's 100m - T52","Bronze Medal"
"KSA","154","ATH","Men's 100m - T53","Bronze Medal"
"MEX","659","ATH","Men's 100m - T54","Bronze Medal"
"GER","3529","ATH","Men's 100m - T63","Bronze Medal"
"GER","1234","ATH","Men's 100m - T64","Bronze Medal"
"GBR","3070","ATH","Men's 100m - T64","Bronze Medal"
"RPC","3398","ATH","Men's 1500m - T11","Bronze Medal"
"AUS","760","ATH","Men's 1500m - T13","Bronze Medal"
"ITA","997","ATH","Men's 1500m - T20","Bronze Medal"
"AUS","1949","ATH","Men's 1500m - T38","Bronze Medal"
"UGA","1131","ATH","Men's 1500m - T46","Bronze Medal"
"JPN","4076","ATH","Men's 1500m - T52","Bronze Medal"
"THA","1974","ATH","Men's 1500m - T54","Bronze Medal"
"RPC","1877","ATH","Men's 200m - T35","Bronze Medal"
"BRA","1408","ATH","Men's 200m - T37","Bronze Medal"
"BEL","1522","ATH","Men's 200m - T51","Bronze Medal"
"GER","2160","ATH","Men's 200m - T61","Bronze Medal"
"USA","4231","ATH","Men's 200m - T64","Bronze Medal"
"FRA","2423","ATH","Men's 400m - T11","Bronze Medal"
"TUN","1803","ATH","Men's 400m - T12","Bronze Medal"
"NAM","2798","ATH","Men's 400m - T13","Bronze Medal"
"GBR","455","ATH","Men's 400m - T20","Bronze Medal"
"NZL","3769","ATH","Men's 400m - T36","Bronze Medal"
"RPC","2039","ATH","Men's 400m - T37","Bronze Medal"
"CAN","1389","ATH","Men's 400m - T38","Bronze Medal"
"BRA","1214","ATH","Men's 400m - T47","Bronze Medal"
"JPN","4076","ATH","Men's 400m - T52","Bronze Medal"
"RPC","1476","ATH","Men's 400m - T53","Bronze Medal"
"CHN","873","ATH","Men's 400m - T54","Bronze Medal"
"USA","4319","ATH","Men's 400m - T62","Bronze Medal"
"JPN","4222","ATH","Men's 5000m - T11","Bronze Medal"
"RPC","2082","ATH","Men's 5000m - T13","Bronze Medal"
"THA","1974","ATH","Men's 5000m - T54","Bronze Medal"
"CHN","4252","ATH","Men's 800m - T34","Bronze Medal"
"FRA","1168","ATH","Men's 800m - T53","Bronze Medal"
"THA","2061","ATH","Men's 800m - T54","Bronze Medal"
"ALG","1199","ATH","Men's Club Throw - F32","Bronze Medal"
"SVK","2145","ATH","Men's Club Throw - F51","Bronze Medal"
"ITA","3908","ATH","Men's Discus Throw - F11","Bronze Medal"
"BRA","3941","ATH","Men's Discus Throw - F37","Bronze Medal"
"LAT","202","ATH","Men's Discus Throw - F52","Bronze Medal"
"CUB","990","ATH","Men's Discus Throw - F56","Bronze Medal"
"GBR","1459","ATH","Men's Discus Throw - F64","Bronze Medal"
"IND","2138","ATH","Men's High Jump - T63","Bronze Medal"
"POL","2270","ATH","Men's High Jump - T64","Bronze Medal"
"ESP","590","ATH","Men's Javelin Throw - F13","Bronze Medal"
"COL","2588","ATH","Men's Javelin Throw - F34","Bronze Medal"
"COL","2368","ATH","Men's Javelin Throw - F38","Bronze Medal"
"IRQ","2891","ATH","Men's Javelin Throw - F41","Bronze Medal"
"IND","1513","ATH","Men's Javelin Throw - F46","Bronze Medal"
"USA","3143","ATH","Men's Javelin Throw - F54","Bronze Medal"
"BRA","2317","ATH","Men's Javelin Throw - F57","Bronze Medal"
"SRI","2043","ATH","Men's Javelin Throw - F64","Bronze Medal"
"FRA","3014","ATH","Men's Long Jump - T11","Bronze Medal"
"AZE","2786","ATH","Men's Long Jump - T12","Bronze Medal"
"USA","1802","ATH","Men's Long Jump - T13","Bronze Medal"
"AUS","1696","ATH","Men's Long Jump - T20","Bronze Medal"
"UKR","3066","ATH","Men's Long Jump - T36","Bronze Medal"
"BRA","1155","ATH","Men's Long Jump - T37","Bronze Medal"
"COL","2260","ATH","Men's Long Jump - T38","Bronze Medal"
"RPC","2087","ATH","Men's Long Jump - T47","Bronze Medal"
"DEN","4223","ATH","Men's Long Jump - T63","Bronze Medal"
"USA","2598","ATH","Men's Long Jump - T64","Bronze Medal"
"JPN","1664","ATH","Men's Marathon - T12","Bronze Medal"
"JPN","2783","ATH","Men's Marathon - T46","Bronze Medal"
"USA","3371","ATH","Men's Marathon - T54","Bronze Medal"
"ITA","3908","ATH","Men's Shot Put - F11","Bronze Medal"
"UZB","3821","ATH","Men's Shot Put - F12","Bronze Medal"
"GRE","2850","ATH","Men's Shot Put - F20","Bronze Medal"
"OMA","92","ATH","Men's Shot Put - F32","Bronze Medal"
"CRO","658","ATH","Men's Shot Put - F33","Bronze Medal"
"QAT","1224","ATH","Men's Shot Put - F34","Bronze Medal"
"CHN","1277","ATH","Men's Shot Put - F35","Bronze Medal"
"GER","998","ATH","Men's Shot Put - F36","Bronze Medal"
"BRA","3941","ATH","Men's Shot Put - F37","Bronze Medal"
"POR","2680","ATH","Men's Shot Put - F40","Bronze Medal"
"GER","1898","ATH","Men's Shot Put - F41","Bronze Medal"
"USA","746","ATH","Men's Shot Put - F46","Bronze Medal"
"CZE","2023","ATH","Men's Shot Put - F53","Bronze Medal"
"POL","3788","ATH","Men's Shot Put - F55","Bronze Medal"
"BRA","3057","ATH","Men's Shot Put - F57","Bronze Medal"
"KUW","3746","ATH","Men's Shot Put - F63","Bronze Medal"
"CHN","2304","ATH","Women's 100m - T12","Bronze Medal"
"USA","823","ATH","Women's 100m - T13","Bronze Medal"
"AUS","2179","ATH","Women's 100m - T34","Bronze Medal"
"GBR","2378","ATH","Women's 100m - T35","Bronze Medal"
"NZL","75","ATH","Women's 100m - T36","Bronze Medal"
"CHN","1824","ATH","Women's 100m - T37","Bronze Medal"
"GER","259","ATH","Women's 100m - T38","Bronze Medal"
"USA","4406","ATH","Women's 100m - T47","Bronze Medal"
"GBR","2014","ATH","Women's 100m - T53","Bronze Medal"
"USA","2398","ATH","Women's 100m - T54","Bronze Medal"
"ITA","780","ATH","Women's 100m - T63","Bronze Medal"
"CAN","3028","ATH","Women's 100m - T64","Bronze Medal"
"KEN","2044","ATH","Women's 1500m - T11","Bronze Medal"
"TUN","510","ATH","Women's 1500m - T13","Bronze Medal"
"GBR","3927","ATH","Women's 1500m - T20","Bronze Medal"
"AUS","935","ATH","Women's 1500m - T54","Bronze Medal"
"BRA","1356","ATH","Women's 200m - T11","Bronze Medal"
"RPC","2134","ATH","Women's 200m - T12","Bronze Medal"
"GBR","2378","ATH","Women's 200m - T35","Bronze Medal"
"ARG","2491","ATH","Women's 200m - T36","Bronze Medal"
"FRA","1257","ATH","Women's 200m - T37","Bronze Medal"
"POL","1816","ATH","Women's 200m - T47","Bronze Medal"
"NED","136","ATH","Women's 200m - T64","Bronze Medal"
"COL","3000","ATH","Women's 400m - T11","Bronze Medal"
"VEN","3111","ATH","Women's 400m - T12","Bronze Medal"
"USA","823","ATH","Women's 400m - T13","Bronze Medal"
"BRA","1192","ATH","Women's 400m - T20","Bronze Medal"
"RSA","1785","ATH","Women's 400m - T37","Bronze Medal"
"COL","1828","ATH","Women's 400m - T38","Bronze Medal"
"RPC","3736","ATH","Women's 400m - T47","Bronze Medal"
"CHN","4484","ATH","Women's 400m - T53","Bronze Medal"
"CHN","4491","ATH","Women's 400m - T54","Bronze Medal"
"USA","2546","ATH","Women's 5000m - T54","Bronze Medal"
"USA","1540","ATH","Women's 800m - T34","Bronze Medal"
"SUI","942","ATH","Women's 800m - T53","Bronze Medal"
"USA","3526","ATH","Women's 800m - T54","Bronze Medal"
"ALG","1347","ATH","Women's Club Throw - F32","Bronze Medal"
"RPC","1444","ATH","Women's Club Throw - F51","Bronze Medal"
"COL","3302","ATH","Women's Discus Throw - F11","Bronze Medal"
"MEX","640","ATH","Women's Discus Throw - F38","Bronze Medal"
"MAR","1100","ATH","Women's Discus Throw - F41","Bronze Medal"
"UKR","2990","ATH","Women's Discus Throw - F53","Bronze Medal"
"MEX","1493","ATH","Women's Discus Throw - F55","Bronze Medal"
"BRA","856","ATH","Women's Discus Throw - F57","Bronze Medal"
"AUS","1085","ATH","Women's Discus Throw - F64","Bronze Medal"
"BLR","3146","ATH","Women's Javelin Throw - F13","Bronze Medal"
"FIN","1592","ATH","Women's Javelin Throw - F34","Bronze Medal"
"GBR","223","ATH","Women's Javelin Throw - F46","Bronze Medal"
"CHN","4369","ATH","Women's Javelin Throw - F54","Bronze Medal"
"LAT","868","ATH","Women's Javelin Throw - F56","Bronze Medal"
"UKR","3062","ATH","Women's Long Jump - T11","Bronze Medal"
"ALG","1553","ATH","Women's Long Jump - T12","Bronze Medal"
"CRO","3325","ATH","Women's Long Jump - T20","Bronze Medal"
"RPC","3494","ATH","Women's Long Jump - T37","Bronze Medal"
"GBR","530","ATH","Women's Long Jump - T38","Bronze Medal"
"ECU","3350","ATH","Women's Long Jump - T47","Bronze Medal"
"SUI","2105","ATH","Women's Long Jump - T63","Bronze Medal"
"NED","4123","ATH","Women's Long Jump - T64","Bronze Medal"
"RSA","766","ATH","Women's Marathon - T12","Bronze Medal"
"NED","961","ATH","Women's Marathon - T54","Bronze Medal"
"MEX","4103","ATH","Women's Shot Put - F12","Bronze Medal"
"ECU","2587","ATH","Women's Shot Put - F20","Bronze Medal"
"RPC","1313","ATH","Women's Shot Put - F32","Bronze Medal"
"AUS","3802","ATH","Women's Shot Put - F33","Bronze Medal"
"MAR","178","ATH","Women's Shot Put - F34","Bronze Medal"
"CZE","2375","ATH","Women's Shot Put - F35","Bronze Medal"
"CHN","4329","ATH","Women's Shot Put - F36","Bronze Medal"
"CHN","2295","ATH","Women's Shot Put - F37","Bronze Medal"
"NGR","2959","ATH","Women's Shot Put - F40","Bronze Medal"
"ARG","3403","ATH","Women's Shot Put - F41","Bronze Medal"
"UZB","2144","ATH","Women's Shot Put - F54","Bronze Medal"
"NGR","1763","ATH","Women's Shot Put - F57","Bronze Medal"
"JPN","2971","ATH","4x100m Universal Relay","Bronze Medal"
"JPN","3521","ATH","4x100m Universal Relay","Bronze Medal"
"JPN","3841","ATH","4x100m Universal Relay","Bronze Medal"
"JPN","3871","ATH","4x100m Universal Relay","Bronze Medal"
"JPN","1875","BDM","Men's Doubles WH","Bronze Medal"
"JPN","2755","BDM","Men's Doubles WH","Bronze Medal"
"KOR","2223","BDM","Men's Singles WH1","Bronze Medal"
"HKG","675","BDM","Men's Singles WH2","Bronze Medal"
"IND","3499","BDM","Men's Singles SL3","Bronze Medal"
"INA","1264","BDM","Men's Singles SL4","Bronze Medal"
"INA","3834","BDM","Men's Singles SU5","Bronze Medal"
"GBR","783","BDM","Men's Singles SH6","Bronze Medal"
"THA","3191","BDM","Women's Doubles WH","Bronze Medal"
"THA","4282","BDM","Women's Doubles WH","Bronze Medal"
"JPN","1753","BDM","Women's Doubles SL3-SU5","Bronze Medal"
"JPN","3839","BDM","Women's Doubles SL3-SU5","Bronze Medal"
"CHN","4392","BDM","Women's Singles WH1","Bronze Medal"
"JPN","4354","BDM","Women's Singles WH2","Bronze Medal"
"CHN","2387","BDM","Women's Singles SL4","Bronze Medal"
"JPN","3815","BDM","Women's Singles SU5","Bronze Medal"
"JPN","1283","BDM","Mixed Doubles SL3-SU5","Bronze Medal"
"JPN","3815","BDM","Mixed Doubles SL3-SU5","Bronze Medal"
"BRA","929","BOC","Individual - BC1","Bronze Medal"
"BRA","3490","BOC","Individual - BC2","Bronze Medal"
"AUS","2612","BOC","Individual - BC3","Bronze Medal"
"HKG","2275","BOC","Individual - BC4","Bronze Medal"
"GRE","2888","BOC","Pairs - BC3","Bronze Medal"
"GRE","3186","BOC","Pairs - BC3","Bronze Medal"
"GRE","3239","BOC","Pairs - BC3","Bronze Medal"
"RPC","54","BOC","Pairs - BC4","Bronze Medal"
"RPC","1274","BOC","Pairs - BC4","Bronze Medal"
"RPC","3434","BOC","Pairs - BC4","Bronze Medal"
"JPN","1289","BOC","Team - BC1/BC2","Bronze Medal"
"JPN","1642","BOC","Team - BC1/BC2","Bronze Medal"
"JPN","2790","BOC","Team - BC1/BC2","Bronze Medal"
"JPN","3814","BOC","Team - BC1/BC2","Bronze Medal"
"FRA","506","CSP","Men's Kayak Single 200m - KL1","Bronze Medal"
"ITA","2439","CSP","Men's Kayak Single 200m - KL2","Bronze Medal"
"GBR","2945","CSP","Men's Kayak Single 200m - KL3","Bronze Medal"
"POR","2724","CSP","Men's Va'a Single 200m - VL2","Bronze Medal"
"GBR","4318","CSP","Men's Va'a Single 200m - VL3","Bronze Medal"
"CHI","4312","CSP","Women's Kayak Single 200m - KL1","Bronze Medal"
"HUN","4146","CSP","Women's Kayak Single 200m - KL2","Bronze Medal"
"GER","2159","CSP","Women's Kayak Single 200m - KL3","Bronze Medal"
"GBR","717","CSP","Women's Va'a Single 200m - VL2","Bronze Medal"
"ESP","1343","CRD","Men's H1-2 Road Race","Bronze Medal"
"COL","418","CRD","Men's T1-2 Road Race","Bronze Medal"
"AUT","26","CRD","Men's H3 Road Race","Bronze Medal"
"FRA","2214","CRD","Men's C1-3 Road Race","Bronze Medal"
"FRA","2341","CRD","Men's B Road Race","Bronze Medal"
"AUT","1475","CRD","Men's H4 Road Race","Bronze Medal"
"NED","940","CRD","Men's H5 Road Race","Bronze Medal"
"NED","30","CRD","Men's C4-5 Road Race","Bronze Medal"
"GER","3957","CRD","Men's C1 Time Trial","Bronze Medal"
"BEL","1663","CRD","Men's H1 Time Trial","Bronze Medal"
"FRA","2214","CRD","Men's C2 Time Trial","Bronze Medal"
"FRA","1851","CRD","Men's H2 Time Trial","Bronze Medal"
"BEL","652","CRD","Men's T1-2 Time Trial","Bronze Medal"
"GER","3541","CRD","Men's C3 Time Trial","Bronze Medal"
"ESP","1330","CRD","Men's H3 Time Trial","Bronze Medal"
"ESP","4165","CRD","Men's B Time Trial","Bronze Medal"
"GBR","3074","CRD","Men's C4 Time Trial","Bronze Medal"
"AUT","1475","CRD","Men's H4 Time Trial","Bronze Medal"
"AUS","1025","CRD","Men's C5 Time Trial","Bronze Medal"
"IRL","2905","CRD","Men's H5 Time Trial","Bronze Medal"
"USA","878","CRD","Mixed H1-5 Team Relay","Bronze Medal"
"USA","922","CRD","Mixed H1-5 Team Relay","Bronze Medal"
"USA","3157","CRD","Mixed H1-5 Team Relay","Bronze Medal"
"USA","4234","CRD","Women's T1-2 Road Race","Bronze Medal"
"AUS","1461","CRD","Women's C1-3 Road Race","Bronze Medal"
"SWE","1787","CRD","Women's B Road Race","Bronze Medal"
"USA","878","CRD","Women's H1-4 Road Race","Bronze Medal"
"ITA","56","CRD","Women's H5 Road Race","Bronze Medal"
"FRA","3050","CRD","Women's C4-5 Road Race","Bronze Medal"
"GER","1046","CRD","Women's T1-2 Time Trial","Bronze Medal"
"AUS","1461","CRD","Women's C1-3 Time Trial","Bronze Medal"
"SWE","1787","CRD","Women's B Time Trial","Bronze Medal"
"POL","1882","CRD","Women's H1-3 Time Trial","Bronze Medal"
"AUS","2258","CRD","Women's C4 Time Trial","Bronze Medal"
"NED","1789","CRD","Women's H4-5 Time Trial","Bronze Medal"
"GER","521","CRD","Women's C5 Time Trial","Bronze Medal"
"GBR","4124","CTR","Men's C1-3 1000m Time Trial","Bronze Medal"
"FRA","358","CTR","Men's B 1000m Time Trial","Bronze Medal"
"SVK","2602","CTR","Men's C4-5 1000m Time Trial","Bronze Medal"
"CHN","2297","CTR","Men's C1 3000m Individual Pursuit","Bronze Medal"
"CHN","2302","CTR","Men's C2 3000m Individual Pursuit","Bronze Medal"
"AUS","2838","CTR","Men's C3 3000m Individual Pursuit","Bronze Medal"
"POL","3179","CTR","Men's B 4000m Individual Pursuit","Bronze Medal"
"COL","1057","CTR","Men's C4 4000m Individual Pursuit","Bronze Medal"
"UKR","957","CTR","Men's C5 4000m Individual Pursuit","Bronze Medal"
"ESP","587","CTR","Mixed C1-5 750m Team Sprint","Bronze Medal"
"ESP","1790","CTR","Mixed C1-5 750m Team Sprint","Bronze Medal"
"ESP","3945","CTR","Mixed C1-5 750m Team Sprint","Bronze Medal"
"CHN","3242","CTR","Women's C1-3 500m Time Trial","Bronze Medal"
"NED","1480","CTR","Women's C4-5 500m Time Trial","Bronze Medal"
"BEL","1652","CTR","Women's B 1000m Time Trial","Bronze Medal"
"GER","3539","CTR","Women's C1-3 3000m Individual Pursuit","Bronze Medal"
"GBR","4086","CTR","Women's B 3000m Individual Pursuit","Bronze Medal"
"CAN","3616","CTR","Women's C4 3000m Individual Pursuit","Bronze Medal"
"FRA","3050","CTR","Women's C5 3000m Individual Pursuit","Bronze Medal"
"ITA","2703","EQU","Individual Test - Grade I","Bronze Medal"
"GBR","4304","EQU","Individual Test - Grade II","Bronze Medal"
"NED","4115","EQU","Individual Test - Grade III","Bronze Medal"
"BEL","754","EQU","Individual Test - Grade IV","Bronze Medal"
"NED","1668","EQU","Individual Test - Grade V","Bronze Medal"
"ITA","2703","EQU","Individual Freestyle Test - Grade I","Bronze Medal"
"GBR","4304","EQU","Individual Freestyle Test - Grade II","Bronze Medal"
"NOR","2366","EQU","Individual Freestyle Test - Grade III","Bronze Medal"
"BEL","754","EQU","Individual Freestyle Test - Grade IV","Bronze Medal"
"GER","2644","EQU","Individual Freestyle Test - Grade V","Bronze Medal"
"USA","1567","EQU","Team Test to Music","Bronze Medal"
"USA","3649","EQU","Team Test to Music","Bronze Medal"
"USA","4039","EQU","Team Test to Music","Bronze Medal"
"MAR","73","FB5","Men","Bronze Medal"
"MAR","74","FB5","Men","Bronze Medal"
"MAR","315","FB5","Men","Bronze Medal"
"MAR","405","FB5","Men","Bronze Medal"
"MAR","500","FB5","Men","Bronze Medal"
"MAR","1107","FB5","Men","Bronze Medal"
"MAR","1376","FB5","Men","Bronze Medal"
"MAR","1524","FB5","Men","Bronze Medal"
"MAR","1578","FB5","Men","Bronze Medal"
"MAR","3720","FB5","Men","Bronze Medal"
"LTU","529","GBL","Men","Bronze Medal"
"LTU","1842","GBL","Men","Bronze Medal"
"LTU","2686","GBL","Men","Bronze Medal"
"LTU","3064","GBL","Men","Bronze Medal"
"LTU","3069","GBL","Men","Bronze Medal"
"LTU","4501","GBL","Men","Bronze Medal"
"JPN","1531","GBL","Women","Bronze Medal"
"JPN","1876","GBL","Women","Bronze Medal"
"JPN","3868","GBL","Women","Bronze Medal"
"JPN","3944","GBL","Women","Bronze Medal"
"JPN","4089","GBL","Women","Bronze Medal"
"JPN","4226","GBL","Women","Bronze Medal"
"RPC","3633","JUD","Men -100 kg","Bronze Medal"
"UZB","1958","JUD","Men -100 kg","Bronze Medal"
"ROU","474","JUD","Men -60 kg","Bronze Medal"
"TUR","744","JUD","Men -60 kg","Bronze Medal"
"AZE","3","JUD","Men -66 kg","Bronze Medal"
"JPN","3598","JUD","Men -66 kg","Bronze Medal"
"LTU","325","JUD","Men -73 kg","Bronze Medal"
"UKR","2407","JUD","Men -73 kg","Bronze Medal"
"MEX","260","JUD","Men -81 kg","Bronze Medal"
"KOR","2231","JUD","Men -81 kg","Bronze Medal"
"FRA","2196","JUD","Men -90 kg","Bronze Medal"
"UKR","2813","JUD","Men -90 kg","Bronze Medal"
"AZE","4428","JUD","Men +100 kg","Bronze Medal"
"KOR","720","JUD","Men +100 kg","Bronze Medal"
"RPC","3197","JUD","Women -48 kg","Bronze Medal"
"UKR","1759","JUD","Women -48 kg","Bronze Medal"
"RPC","3775","JUD","Women -52 kg","Bronze Medal"
"UKR","2851","JUD","Women -52 kg","Bronze Medal"
"BRA","208","JUD","Women -57 kg","Bronze Medal"
"TUR","655","JUD","Women -57 kg","Bronze Medal"
"CHN","4254","JUD","Women -63 kg","Bronze Medal"
"UZB","3629","JUD","Women -63 kg","Bronze Medal"
"JPN","2919","JUD","Women -70 kg","Bronze Medal"
"MEX","3413","JUD","Women -70 kg","Bronze Medal"
"BRA","1130","JUD","Women +70 kg","Bronze Medal"
"ITA","800","JUD","Women +70 kg","Bronze Medal"
"IRI","3282","PWL","Men's -107 kg","Bronze Medal"
"AZE","2437","PWL","Men's -49 kg","Bronze Medal"
"GRE","300","PWL","Men's -54 kg","Bronze Medal"
"ESA","39","PWL","Men's -59 kg","Bronze Medal"
"ALG","423","PWL","Men's -65 kg","Bronze Medal"
"GBR","4416","PWL","Men's -72 kg","Bronze Medal"
"EGY","1109","PWL","Men's -80 kg","Bronze Medal"
"EGY","11","PWL","Men's -88 kg","Bronze Medal"
"COL","4009","PWL","Men's -97 kg","Bronze Medal"
"IRQ","93","PWL","Men's +107 kg","Bronze Medal"
"VEN","1279","PWL","Women's -41 kg","Bronze Medal"
"POL","2095","PWL","Women's -45 kg","Bronze Medal"
"GBR","541","PWL","Women's -50 kg","Bronze Medal"
"TUR","1060","PWL","Women's -55 kg","Bronze Medal"
"NGR","1098","PWL","Women's -61 kg","Bronze Medal"
"NGR","1715","PWL","Women's -67 kg","Bronze Medal"
"FRA","1375","PWL","Women's -73 kg","Bronze Medal"
"RPC","2754","PWL","Women's -79 kg","Bronze Medal"
"GBR","3812","PWL","Women's -86 kg","Bronze Medal"
"POL","4503","PWL","Women's +86 kg","Bronze Medal"
"BRA","605","ROW","PR1 Men's Single Sculls - PR1M1x","Bronze Medal"
"FRA","390","ROW","PR1 Women's Single Sculls - PR1W1x","Bronze Medal"
"FRA","505","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Bronze Medal"
"FRA","1818","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Bronze Medal"
